folio,siteNumber,phase,user,startDate,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice, Adjusted income (TOTAL) ,rent,,period
A10140279,70015979,Facturado,gp@vsys.com,26/01/2016,27410616,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27410689,16,16,$162.80,"$2,604.80","$2,604.80",,
A10140279,70015979,Facturado,gp@vsys.com,26/01/2016,27410690,UNC.CUAD.906.1,UNC.CUAD.906.1,27410714,16,14,$18.50,$296.00,$259.00,,
A10140279,70015979,Facturado,gp@vsys.com,26/01/2016,27410717,UNC.CUAD.911.1,UNR.CUAD.911.1,27410718,18,16,$12.00,$216.00,$192.00,,
A10140341,70050956,Facturado,gp@vsys.com,03/02/2016,27403842,UNC.CUAD.901.1,UNC.CUAD.901.1,27403854,2,2,$136.30,$272.60,$272.60,,
A10140341,70050956,Facturado,gp@vsys.com,03/02/2016,27403855,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27403928,16,16,$162.80,"$2,604.80","$2,604.80",,
A10140341,70050956,Facturado,gp@vsys.com,03/02/2016,27403929,UNC.CUAD.906.1,UNC.CUAD.906.1,27403953,16,12,$18.50,$296.00,$222.00,,
A10140341,70050956,Facturado,gp@vsys.com,03/02/2016,27403956,UNC.CUAD.911.1,UNR.CUAD.911.1,27403957,18,14,$12.00,$216.00,$168.00,,
A10140144,70020970,Facturado,gp@vsys.com,11/02/2016,27355087,UNC.CUAD.901.1,UNC.CUAD.901.1,27355099,2,2,$136.30,$272.60,$272.60,,
A10140144,70020970,Facturado,gp@vsys.com,11/02/2016,27355100,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27355201,23,23,$162.80,"$3,744.40","$3,744.40",,
A10140144,70020970,Facturado,gp@vsys.com,11/02/2016,27355202,UNC.CUAD.906.1,UNC.CUAD.906.1,27355233,23,17,$18.50,$425.50,$314.50,,
A10140144,70020970,Facturado,gp@vsys.com,11/02/2016,27355236,UNC.CUAD.911.1,UNR.CUAD.911.1,27355237,25,19,$12.00,$300.00,$228.00,,
A10140152,70050946,Facturado,gp@vsys.com,04/02/2016,27360823,UNC.CUAD.901.1,UNC.CUAD.901.1,27360835,2,2,$136.30,$272.60,$272.60,,
A10140152,70050946,Facturado,gp@vsys.com,04/02/2016,27360836,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27360913,17,17,$162.80,"$2,767.60","$2,767.60",,
A10140152,70050946,Facturado,gp@vsys.com,04/02/2016,27360914,UNC.CUAD.906.1,UNC.CUAD.906.1,27360939,17,13,$18.50,$314.50,$240.50,,
A10140152,70050946,Facturado,gp@vsys.com,04/02/2016,27360942,UNC.CUAD.911.1,UNR.CUAD.911.1,27360943,19,15,$12.00,$228.00,$180.00,,
A10140157,70050962,Facturado,gp@vsys.com,20/02/2016,27363891,UNC.CUAD.901.1,UNC.CUAD.901.1,27363903,2,2,$136.30,$272.60,$272.60,,
A10140157,70050962,Facturado,gp@vsys.com,20/02/2016,27363904,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27364097,46,46,$162.80,"$7,488.80","$7,488.80",,
A10140157,70050962,Facturado,gp@vsys.com,20/02/2016,27364098,UNC.CUAD.906.1,UNC.CUAD.906.1,27364152,46,40,$18.50,$851.00,$740.00,,
A10140157,70050962,Facturado,gp@vsys.com,20/02/2016,27364155,UNC.CUAD.911.1,UNR.CUAD.911.1,27364156,48,42,$12.00,$576.00,$504.00,,
A10140153,70015971,Facturado,gp@vsys.com,27/01/2016,27361010,UNC.CUAD.901.1,UNC.CUAD.901.1,27361022,2,2,$136.30,$272.60,$272.60,,
A10140153,70015971,Facturado,gp@vsys.com,27/01/2016,27361023,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27361104,18,18,$162.80,"$2,930.40","$2,930.40",,
A10140153,70015971,Facturado,gp@vsys.com,27/01/2016,27361105,UNC.CUAD.906.1,UNC.CUAD.906.1,27361131,18,14,$18.50,$333.00,$259.00,,
A10140153,70015971,Facturado,gp@vsys.com,27/01/2016,27361134,UNC.CUAD.911.1,UNR.CUAD.911.1,27361135,20,16,$12.00,$240.00,$192.00,,
A10140272,70050931,Facturado,gp@vsys.com,07/04/2016,27408986,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27409147,38,38,$162.80,"$6,186.40","$6,186.40",,
A10140272,70050931,Facturado,gp@vsys.com,07/04/2016,27409148,UNC.CUAD.906.1,UNC.CUAD.906.1,27409194,38,27,$18.50,$703.00,$499.50,,
A10140272,70050931,Facturado,gp@vsys.com,07/04/2016,27409197,UNC.CUAD.911.1,UNR.CUAD.911.1,27409198,40,29,$12.00,$480.00,$348.00,,
A10140272,70050931,Facturado,gp@vsys.com,07/04/2016,27408973,UNC.CUAD.901.1,UNC.CUAD.901.1,27408985,2,2,$136.30,$272.60,$272.60,,
A10140263,71286960,Facturado,gp@vsys.com,31/03/2016,27405602,UNC.CUAD.906.1,UNC.CUAD.906.1,27405696,86,3,$18.50,"$1,591.00",$55.50,,
A10140263,71286960,Facturado,gp@vsys.com,31/03/2016,27405699,UNC.CUAD.911.1,UNR.CUAD.911.1,27405700,86,3,$12.00,"$1,032.00",$36.00,,
A10140154,70050942,Facturado,gp@vsys.com,26/02/2016,27361200,UNC.CUAD.901.1,UNC.CUAD.901.1,27361212,2,2,$136.30,$272.60,$272.60,,
A10140154,70050942,Facturado,gp@vsys.com,26/02/2016,27361213,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27361338,29,24,$162.80,"$4,721.20","$3,907.20",,
A10140154,70050942,Facturado,gp@vsys.com,26/02/2016,27361339,UNC.CUAD.906.1,UNC.CUAD.906.1,27361376,29,24,$18.50,$536.50,$444.00,,
A10140154,70050942,Facturado,gp@vsys.com,26/02/2016,27361379,UNC.CUAD.911.1,UNR.CUAD.911.1,27361380,31,26,$12.00,$372.00,$312.00,,
A10140269,70163296,Facturado,gp@vsys.com,03/03/2016,27408710,UNC.CUAD.901.1,UNC.CUAD.901.1,27408722,2,2,$136.30,$272.60,$272.60,,
A10140269,70163296,Facturado,gp@vsys.com,03/03/2016,27408723,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27408852,30,25,$162.80,"$4,884.00","$4,070.00",,
A10140269,70163296,Facturado,gp@vsys.com,03/03/2016,27408853,UNC.CUAD.906.1,UNC.CUAD.906.1,27408891,30,25,$18.50,$555.00,$462.50,,
A10140269,70163296,Facturado,gp@vsys.com,03/03/2016,27408894,UNC.CUAD.911.1,UNR.CUAD.911.1,27408895,32,27,$12.00,$384.00,$324.00,,
A10140264,70210405,Facturado,gp@vsys.com,12/03/2016,27405923,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27406272,85,66,$162.80,"$13,838.00","$10,744.80",,
A10140264,70210405,Facturado,gp@vsys.com,12/03/2016,27406273,UNC.CUAD.906.1,UNC.CUAD.906.1,27406366,85,66,$18.50,"$1,572.50","$1,221.00",,
A10140264,70210405,Facturado,gp@vsys.com,12/03/2016,27405908,UNC.CUAD.911.1,UNR.CUAD.911.1,27405909,87,68,$12.00,"$1,044.00",$816.00,,
A10140273,70050933,Facturado,gp@vsys.com,17/03/2016,27409317,UNC.CUAD.901.1,UNC.CUAD.901.1,27409329,2,2,$136.30,$272.60,$272.60,,
A10140273,70050933,Facturado,gp@vsys.com,17/03/2016,27409330,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27409427,22,17,$162.80,"$3,581.60","$2,767.60",,
A10140273,70050933,Facturado,gp@vsys.com,17/03/2016,27409428,UNC.CUAD.906.1,UNC.CUAD.906.1,27409458,22,17,$18.50,$407.00,$314.50,,
A10140273,70050933,Facturado,gp@vsys.com,17/03/2016,27409461,UNC.CUAD.911.1,UNR.CUAD.911.1,27409462,24,19,$12.00,$288.00,$228.00,,
A10140266,71254356,Facturado,gp@vsys.com,30/04/2016,27407458,UNC.CUAD.901.1,UNC.CUAD.901.1,27407470,2,2,$136.30,$272.60,$272.60,,
A10140266,71254356,Facturado,gp@vsys.com,30/04/2016,27407471,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27407656,44,44,$162.80,"$7,163.20","$7,163.20",,
A10140266,71254356,Facturado,gp@vsys.com,30/04/2016,27407657,UNC.CUAD.906.1,UNC.CUAD.906.1,27407709,44,28,$18.50,$814.00,$518.00,,
A10140266,71254356,Facturado,gp@vsys.com,30/04/2016,27407712,UNC.CUAD.911.1,UNR.CUAD.911.1,27407713,46,2,$12.00,$552.00,$24.00,,
A10140238,71236930,Facturado,gp@vsys.com,28/06/2016,27396370,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27396370,2,1,$162.80,$325.60,$162.80,,
A10140238,71236930,Facturado,gp@vsys.com,28/06/2016,27396400,UNC.CUAD.911.1,UNR.CUAD.911.1,27396404,2,1,$12.00,$24.00,$12.00,,
A10140264,70210405,Facturado,gp@vsys.com,12/07/2016,27405923,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27406272,85,4,$162.80,"$13,838.00",$651.20,,
A10140264,70210405,Facturado,gp@vsys.com,12/07/2016,27405908,UNC.CUAD.911.1,UNR.CUAD.911.1,27405909,87,4,$12.00,"$1,044.00",$48.00,,
A10140109,71236930,Facturado,gp@vsys.com,21/07/2016,27344831,UNC.CUAD.907.1,UNC.CUAD.907.1,27344832,1,1,$18.50,$18.50,$18.50,,
A10140238,71236930,Facturado,gp@vsys.com,24/08/2016,27396403,UNC.CUAD.911.1,UNR.CUAD.911.1,27396404,1,1,$12.00,$12.00,$12.00,,
A10140255,70010209,Facturado,gp@vsys.com,01/09/2016,27402330,UNC.CUAD.907.1,UNC.CUAD.907.1,27402331,11,11,$18.50,$203.50,$203.50,,
A10140264,70210405,Facturado,gp@vsys.com,26/09/2016,27405923,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27406272,1,1,$162.80,$162.80,$162.80,,
A10140264,70210405,Facturado,gp@vsys.com,26/09/2016,27405908,UNC.CUAD.911.1,UNR.CUAD.911.1,27405909,1,1,$12.00,$12.00,$12.00,,
A10140235,70010209,Facturado,gp@vsys.com,06/10/2016,27392695,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27394566,465,1,$162.80,"$75,702.00",$162.80,,
A10140343,71379786,Facturado,gp@vsys.com,17/10/2016,27406933,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27406934,1,1,$162.80,$162.80,$162.80,,
A10140263,71286960,Facturado,gp@vsys.com,17/10/2016,27406934,UNC.CUAD.911.1,UNR.CUAD.911.1,27405700,1,1,$12.00,$12.00,$12.00,,
A10140235,70010209,Facturado,gp@vsys.com,25/11/2016,27392695,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27394566,465,93,$162.80,"$75,702.00","$15,140.40",,
A10140235,70010209,Facturado,gp@vsys.com,25/11/2016,27392682,UNC.CUAD.901.1,UNC.CUAD.901.1,27392694,465,2,$136.30,"$63,379.50",$272.60,,
A10140228,70010209,Facturado,gp@vsys.com,25/11/2016,27392184,UNC.CUAD.906.1,UNC.CUAD.906.1,27392657,465,127,$18.50,"$8,602.50","$2,349.50",,
A10140235,70010209,Facturado,gp@vsys.com,29/11/2016,27392695,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27394566,465,4,$162.80,"$75,702.00",$651.20,,
A10140115,70100182,Facturado,gp@vsys.com,02/12/2016,27345860,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27345943,16,1,$162.80,"$2,604.80",$162.80,,
A10140115,70100182,Facturado,gp@vsys.com,02/12/2016,27345971,UNC.CUAD.911.1,UNR.CUAD.911.1,27345972,18,1,$12.00,$216.00,$12.00,,
A10140269,70163296,Facturado,gp@vsys.com,13/12/2016,27408892,UNC.CUAD.907.1,UNR.CUAD.907.1,27408893,30,1,$18.50,$555.00,$18.50,,
A10140235,70010209,Facturado,gp@vsys.com,12/01/2017,27392695,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27394566,465,1,$162.80,"$75,702.00",$162.80,,
A10140228,70010209,Facturado,gp@vsys.com,12/01/2017,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,1,$18.50,"$8,602.50",$18.50,,
A10140255,70010209,Facturado,gp@vsys.com,12/01/2017,27402330,UNC.CUAD.907.1,UNR.CUAD.907.1,27402331,465,2,$18.50,"$8,602.50",$37.00,,
A10140157,70050962,Facturado,gp@vsys.com,19/01/2017,27364153,UNC.CUAD.907.1,UNR.CUAD.907.1,27364154,46,5,$18.50,$851.00,$92.50,,
A10140266,71254356,Facturado,gp@vsys.com,19/01/2017,27407710,UNC.CUAD.907.1,UNR.CUAD.907.1,27407711,44,3,$18.50,$814.00,$55.50,,
A10140144,70020970,Facturado,gp@vsys.com,19/01/2017,27355234,UNC.CUAD.907.1,UNR.CUAD.907.1,27355235,23,1,$18.50,$425.50,$18.50,,
A10140343,71379786,Facturado,gp@vsys.com,20/01/2017,27406632,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27406865,56,1,$162.80,"$9,116.80",$162.80,,
A10140343,71379786,Facturado,gp@vsys.com,20/01/2017,27406933,UNC.CUAD.911.1,UNR.CUAD.911.1,27406934,58,1,$12.00,$696.00,$12.00,,
A10140235,70010209,Facturado,gp@vsys.com,03/04/2017,27392695,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27394566,465,3,$162.80,"$75,702.00",$488.40,,
A10140235,70010209,Facturado,gp@vsys.com,15/05/2017,27392695,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27394566,465,1,$162.80,"$75,702.00",$162.80,,
A10140330,71282577,Facturado,gp@vsys.com,24/05/2017,27420914,UNC.CUAD.911.1,UNR.CUAD.911.1,27420915,21,1,$12.00,$252.00,$12.00,,
A10140330,71282577,Facturado,gp@vsys.com,24/05/2017,27420759,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27420847,19,1,$162.80,"$3,093.20",$162.80,,
A10140254,70010209,Facturado,gp@vsys.com,11/08/2017,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,$12.00,"$5,604.00",$12.00,,
A10140235,70010209,Facturado,gp@vsys.com,11/08/2017,27392695,UNC.CUAD.904.1.4,UNC.CUAD.904.1.4,27394566,465,2,$162.80,"$75,702.00",$325.60,,
A10140254,70010209,Facturado,gp@vsys.com,14/09/2017,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,$12.00,"$5,604.00",$12.00,,
A10140235,70010209,Facturado,gp@vsys.com,14/09/2017,27392695,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,27394566,465,1,$162.80,"$75,702.00",$162.80,,
A10140255,70010209,Facturado,gp@vsys.com,05/09/2017,27402330,UNC.CUAD.907.1,UNR.CUAD.907.1,27402331,465,5,$18.50,"$8,602.50",$92.50,,
A10140228,70010209,Facturado,gp@vsys.com,14/09/2017,27392184,UNC.CUAD.906.1 ,UNR.CUAD.906.1 ,27392657,465,1,$18.50,"$8,602.50",$18.50,,
A10140235,70010209,Facturado,gp@vsys.com,31/01/2019,27392695,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,27394566,465,1,$162.80,"$75,702.00",$162.80,,
A10140254,70010209,Facturado,gp@vsys.com,31/01/2019,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,$12.00,"$5,604.00",$12.00,,
A10140235,70010209,Facturado,gp@vsys.com,20/02/2018,27392695,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,27394566,465,2,$162.80,"$75,702.00",$325.60,,
A10140254,70010209,Facturado,gp@vsys.com,20/02/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,2,$12.00,"$5,604.00",$24.00,,
A10140235,70010209,Facturado,gp@vsys.com,26/04/2018,27392695,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,27394566,465,3,$162.80,"$75,702.00",$488.40,,
A10140254,70010209,Facturado,gp@vsys.com,26/04/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,3,$12.00,"$5,604.00",$36.00,,
A10140228,70010209,Facturado,gp@vsys.com,26/04/2018,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,3,$18.50,"$8,602.50",$55.50,,
A10140235,70010209,Facturado,gp@vsys.com,02/05/2018,27392695,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,27394566,465,2,$162.80,"$75,702.00",$325.60,,
A10140254,70010209,Facturado,gp@vsys.com,02/05/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,2,$12.00,"$5,604.00",$24.00,,
A10140228,70010209,Facturado,gp@vsys.com,02/05/2018,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,2,$18.50,"$8,602.50",$37.00,,
A10140235,70010209,Facturado,gp@vsys.com,02/05/2018,27392695,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,27394566,465,2,$162.80,"$75,702.00",$325.60,,
A10140254,70010209,Facturado,gp@vsys.com,11/06/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,2,$12.00,"$5,604.00",$24.00,,
A10140228,70010209,Facturado,gp@vsys.com,11/06/2018,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,2,$18.50,"$8,602.50",$37.00,,
A10140235,70010209,Facturado,gp@vsys.com,04/12/2018,27392695,UNC.CUAD.904.1.4,UNR.CUAD.904.1.4,27394566,465,1,$162.80,"$75,702.00",$162.80,,
A10140254,70010209,Facturado,gp@vsys.com,04/12/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,$12.00,"$5,604.00",$12.00,,
A01150609,71383853,Facturado,gp@vsys.com,26/05/2015,27792587,UNC.CUAD.903.1,UNR.CUAD.903.1,27792601,2,1,$162.80,$325.60,$162.80,,
A01150609,71383853,Facturado,gp@vsys.com,02/06/2015,27792587,UNC.CUAD.903.1,UNR.CUAD.903.1,27792601,2,2,$162.80,$325.60,$325.60,,
A01150609,71383853,Facturado,gp@vsys.com,02/06/2015,27792602,UNC.CUAD.912.1,UNR.CUAD.912.1,27792637,1,1,$162.80,$162.80,$162.80,,
A01150609,71383853,Facturado,gp@vsys.com,02/06/2015,27792642,UNC.CUAD.911.1,UNR.CUAD.911.1,27792643,3,3,$12.00,$36.00,$36.00,,
A04150152,71441292,Facturado,gp@vsys.com,14/07/2015,28061917,UNC.CUAD.904.1,UNR.CUAD.904.1,28061929,1,1,$162.80,$162.80,$162.80,,
A04150153,71441293,Facturado,gp@vsys.com,14/07/2015,28061930,UNC.CUAD.904.1,UNR.CUAD.904.1,28061942,1,1,$162.80,$162.80,$162.80,,
A04150122,71441284,Facturado,gp@vsys.com,15/07/2015,28061839,UNC.CUAD.904.1,UNR.CUAD.904.1,28061851,1,1,$162.80,$162.80,$162.80,,
A04150155,71441283,Facturado,gp@vsys.com,15/07/2015,28061823,UNC.CUAD.904.1,UNR.CUAD.904.1,28061835,1,1,$162.80,$162.80,$162.80,,
A04150143,71441291,Facturado,gp@vsys.com,14/07/2015,28061904,UNC.CUAD.904.1,UNR.CUAD.904.1,28061916,1,1,$162.80,$162.80,$162.80,,
A04150150,71441282,Facturado,gp@vsys.com,14/07/2015,28061810,UNC.CUAD.904.1,UNR.CUAD.904.1,28061822,1,1,$162.80,$162.80,$162.80,,
A04150134,71441289,Facturado,gp@vsys.com,14/07/2015,28061878,UNC.CUAD.904.1,UNR.CUAD.904.1,28061890,1,1,$162.80,$162.80,$162.80,,
A04150124,71441287,Facturado,gp@vsys.com,14/07/2015,28061852,UNC.CUAD.904.1,UNR.CUAD.904.1,28061864,1,1,$162.80,$162.80,$162.80,,
A04150133,71441288,Facturado,gp@vsys.com,14/07/2015,28061865,UNC.CUAD.904.1,UNR.CUAD.904.1,28061877,1,1,$162.80,$162.80,$162.80,,
