folio,clientName,siteNumber,phase,user,startDate ,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice,Adjusted income (TOTAL),rent,,period
A10140264,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA AGENCIA GUADALAJARA",70210405,Facturado,gp@vsys.com,12/03/2016,27405908,UNC.CUAD.911.1,UNR.CUAD.911.1,27405909,87,68,12,1044,816,,
A10140264,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA AGENCIA GUADALAJARA",70210405,Facturado,gp@vsys.com,12/07/2016,27405908,UNC.CUAD.911.1,UNR.CUAD.911.1,27405909,87,4,12,1044,48,,
A10140264,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA AGENCIA GUADALAJARA",70210405,Facturado,gp@vsys.com,26/09/2016,27405908,UNC.CUAD.911.1,UNR.CUAD.911.1,27405909,1,1,12,12,12,,
A10140343,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. PUEBLA AMPLIACION REFORMA OCT 2011",71379786,Facturado,gp@vsys.com,17/10/2016,27406933,UNC.CUAD.904.1.4,UNR.CUAD.911.1,27406934,1,1,162.8,162.8,162.8,,
A10140263,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA DIV MTY I",71286960,Facturado,gp@vsys.com,17/10/2016,27406934,UNC.CUAD.911.1,UNR.CUAD.911.1,27405700,1,1,12,12,12,,
A10140235,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V.SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,25/11/2016,27392682,UNC.CUAD.901.1,UNR.CUAD.901.1,27392694,465,2,136.3,63379.5,272.6,,
A10140228,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V.SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,25/11/2016,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,127,18.5,8602.5,2349.5,,
A10140228,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,12/01/2017,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,1,18.5,8602.5,18.5,,
A10140343,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. PUEBLA AMPLIACION REFORMA OCT 2011",71379786,Facturado,gp@vsys.com,20/01/2017,27406933,UNC.CUAD.911.1,UNR.CUAD.911.1,27406934,58,1,12,696,12,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,11/08/2017,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,12,5604,12,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,14/09/2017,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,12,5604,12,,
A10140228,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,14/09/2017,27392184,UNC.CUAD.906.1 ,UNR.CUAD.906.1,27392657,465,1,18.5,8602.5,18.5,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,31/01/2019,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,12,5604,12,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,20/02/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,2,12,5604,24,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,26/04/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,3,12,5604,36,,
A10140228,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,26/04/2018,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,3,18.5,8602.5,55.5,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,02/05/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,2,12,5604,24,,
A10140228,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,02/05/2018,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,2,18.5,8602.5,37,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,11/06/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,2,12,5604,24,,
A10140228,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,11/06/2018,27392184,UNC.CUAD.906.1,UNR.CUAD.906.1,27392657,465,2,18.5,8602.5,37,,
A10140254,"ANUNCIOS EN DIRECTORIOS, S.A.DE C.V. SECCION AMARILLA CUICUILCO DF",70010209,Facturado,gp@vsys.com,04/12/2018,27402332,UNC.CUAD.911.1,UNR.CUAD.911.1,27402333,467,1,12,5604,12,,
A01150609,ALQUILADORA DE VEHICULOS AUTOMOTORES ( CALL CENTER AEROPUERTO),71383853,Facturado,gp@vsys.com,26/05/2015,27792587,UNC.CUAD.903.1,UNR.CUAD.903.1,27792601,2,1,162.8,325.6,162.8,,
A01150609,ALQUILADORA DE VEHICULOS AUTOMOTORES ( CALL CENTER AEROPUERTO),71383853,Facturado,gp@vsys.com,02/06/2015,27792587,UNC.CUAD.903.1,UNR.CUAD.903.1,27792601,2,2,162.8,325.6,325.6,,
A01150609,ALQUILADORA DE VEHICULOS AUTOMOTORES ( CALL CENTER AEROPUERTO),71383853,Facturado,gp@vsys.com,02/06/2015,27792602,UNC.CUAD.912.1,UNR.CUAD.912.1,27792637,1,1,162.8,162.8,162.8,,
A01150609,ALQUILADORA DE VEHICULOS AUTOMOTORES ( CALL CENTER AEROPUERTO),71383853,Facturado,gp@vsys.com,02/06/2015,27792642,UNC.CUAD.911.1,UNR.CUAD.911.1,27792643,3,3,12,36,36,,
A04150152,ALQUILADORA DE VEHICULOS AUTOMOTORES MEX50,71441292,Facturado,gp@vsys.com,14/07/2015,28061917,UNC.CUAD.904.1,UNR.CUAD.904.1,28061929,1,1,162.8,162.8,162.8,,
A04150153,ALQUILADORA DE VEHICULOS AUTOMOTORES MEX51,71441293,Facturado,gp@vsys.com,14/07/2015,28061930,UNC.CUAD.904.1,UNR.CUAD.904.1,28061942,1,1,162.8,162.8,162.8,,
A04150122,ALQUILADORA DE VEHICULOS AUTOMOTORES MEX60,71441284,Facturado,gp@vsys.com,15/07/2015,28061839,UNC.CUAD.904.1,UNR.CUAD.904.1,28061851,1,1,162.8,162.8,162.8,,
A04150155,ALQUILADORA DE VEHICULOS AUTOMOTORES MEX63,71441283,Facturado,gp@vsys.com,15/07/2015,28061823,UNC.CUAD.904.1,UNR.CUAD.904.1,28061835,1,1,162.8,162.8,162.8,,
A04150143,ALQUILADORA DE VEHICULOS AUTOMOTORES MEX66,71441291,Facturado,gp@vsys.com,14/07/2015,28061904,UNC.CUAD.904.1,UNR.CUAD.904.1,28061916,1,1,162.8,162.8,162.8,,
A04150150,ALQUILADORA DE VEHICULOS AUTOMOTORES MEX67,71441282,Facturado,gp@vsys.com,14/07/2015,28061810,UNC.CUAD.904.1,UNR.CUAD.904.1,28061822,1,1,162.8,162.8,162.8,,
A04150134,ALQUILADORA DE VEHICULOS AUTOMOTORES MEX69,71441289,Facturado,gp@vsys.com,14/07/2015,28061878,UNC.CUAD.904.1,UNR.CUAD.904.1,28061890,1,1,162.8,162.8,162.8,,
A04150124,ALQUILADORA DE VEHICULOS AUTOMOTORES MEXFLOTA1,71441287,Facturado,gp@vsys.com,14/07/2015,28061852,UNC.CUAD.904.1,UNR.CUAD.904.1,28061864,1,1,162.8,162.8,162.8,,
A04150133,ALQUILADORA DE VEHICULOS AUTOMOTORES MEXFLOTA2,71441288,Facturado,gp@vsys.com,14/07/2015,28061865,UNC.CUAD.904.1,UNR.CUAD.904.1,28061877,1,1,162.8,162.8,162.8,,
A04150142,ALQUILADORA DE VEHICULOS AUTOMOTORES MEXOFICINA,71441290,Facturado,gp@vsys.com,14/07/2015,28061891,UNC.CUAD.904.1,UNR.CUAD.904.1,28061903,1,1,162.8,162.8,162.8,,
A04150109,ALQUILADORA DE VEHICULOS AUTOMOTORES GDL50,71441233,Facturado,gp@vsys.com,14/07/2015,28061538,UNC.CUAD.904.1,UNR.CUAD.904.1,28061550,1,1,162.8,162.8,162.8,,
A04150118,ALQUILADORA DE VEHICULOS AUTOMOTORES GDL60,71441234,Facturado,gp@vsys.com,14/07/2015,28061610,UNC.CUAD.904.1,UNR.CUAD.904.1,28061611,1,1,162.8,162.8,162.8,,
A04150119,ALQUILADORA DE VEHICULOS AUTOMOTORESGDL70,71441236,Facturado,gp@vsys.com,14/07/2015,28061612,UNC.CUAD.904.1,UNR.CUAD.904.1,28061624,1,1,162.8,162.8,162.8,,
A04150154,ALQUILADORA DE VEHICULOS AUTOMOTORESMTY50,71441294,Facturado,gp@vsys.com,14/07/2015,28061945,UNC.CUAD.904.1,UNR.CUAD.904.1,28061957,1,1,162.8,162.8,162.8,,
A04150158,ALQUILADORA DE VEHICULOS AUTOMOTORES MTY62,71441313,Facturado,gp@vsys.com,14/07/2015,28061960,UNC.CUAD.904.1,UNR.CUAD.904.1,28061972,1,1,162.8,162.8,162.8,,
A01150044 ,ALQUILADORA DE VEHICULOS AUTOMOTORES ACA50,71440584,Facturado,gp@vsys.com,21/08/2015,27777247,UNC.CUAD.911.1,UNR.CUAD.911.1,27777248,1,1,12,12,12,,
A04150096,ALQUILADORA DE VEHICULOS AUTOMOTORES ACA50,71440584,Facturado,gp@vsys.com,21/08/2015,28061329,UNC.CUAD.904.1,UNR.CUAD.904.1,28061341,1,1,162.8,162.8,162.8,,
A01150053,ALQUILADORA DE VEHICULOS AUTOMOTORES CDC50,71440964,Facturado,gp@vsys.com,21/08/2015,27777478,UNC.CUAD.911.1,UNR.CUAD.911.1,27777479,1,1,12,12,12,,
A04150190,ALQUILADORA DE VEHICULOS AUTOMOTORES CDC50,71440964,Facturado,gp@vsys.com,21/08/2015,28061452,UNC.CUAD.904.1,UNR.CUAD.904.1,28061464,1,1,162.8,162.8,162.8,,
A01150054 ,ALQUILADORA DE VEHICULOS AUTOMOTORES CEN50,71440971,Facturado,gp@vsys.com,21/08/2015,27777503,UNC.CUAD.911.1,UNR.CUAD.911.1,27777504,1,1,12,12,12,,
A04150105,ALQUILADORA DE VEHICULOS AUTOMOTORES CEN50,71440971,Facturado,gp@vsys.com,21/08/2015,28061482,UNC.CUAD.904.1,UNR.CUAD.904.1,28061494,1,1,162.8,162.8,162.8,,
A01150055,ALQUILADORA DE VEHICULOS AUTOMOTORES COA50,71440970,Facturado,gp@vsys.com,21/08/2015,27778105,UNC.CUAD.911.1,UNR.CUAD.911.1,27778106,1,1,12,12,12,,
A04150104,ALQUILADORA DE VEHICULOS AUTOMOTORES COA50,71440970,Facturado,gp@vsys.com,21/08/2015,28061467,UNC.CUAD.904.1,UNR.CUAD.904.1,28061479,1,1,162.8,162.8,162.8,,
A01150057,ALQUILADORA DE VEHICULOS AUTOMOTORES CUL50,71440975,Facturado,gp@vsys.com,21/08/2015,27778159,UNC.CUAD.911.1,UNR.CUAD.911.1,27778160,1,1,12,12,12,,
A04150107,ALQUILADORA DE VEHICULOS AUTOMOTORES CUL50,71440975,Facturado,gp@vsys.com,21/08/2015,28061510,UNC.CUAD.904.1,UNR.CUAD.904.1,28061522,1,1,162.8,162.8,162.8,,
A01150063,ALQUILADORA DE VEHICULOS AUTOMOTORES HER62,71441237,Facturado,gp@vsys.com,21/08/2015,27778288,UNC.CUAD.911.1,UNR.CUAD.911.1,27778289,1,1,12,12,12,,
A04150120,ALQUILADORA DE VEHICULOS AUTOMOTORES HER62,71441237,Facturado,gp@vsys.com,21/08/2015,28061625,UNC.CUAD.904.1,UNR.CUAD.904.1,28061637,1,1,162.8,162.8,162.8,,
A01150065 ,ALQUILADORA DE VEHICULOS AUTOMOTORES HUX50,71441239,Facturado,gp@vsys.com,21/08/2015,27778342,UNC.CUAD.911.1,UNR.CUAD.911.1,27778343,1,1,12,12,12,,
A04150128,ALQUILADORA DE VEHICULOS AUTOMOTORES HUX50,71441239,Facturado,gp@vsys.com,21/08/2015,28061653,UNC.CUAD.904.1,UNR.CUAD.904.1,28061665,1,1,162.8,162.8,162.8,,
A01150066,ALQUILADORA DE VEHICULOS AUTOMOTORES IXT50,71441240,Facturado,gp@vsys.com,21/08/2015,27778369,UNC.CUAD.911.1,UNR.CUAD.911.1,27778370,1,1,12,12,12,,
A04150129,ALQUILADORA DE VEHICULOS AUTOMOTORES IXT50,71441240,Facturado,gp@vsys.com,21/08/2015,28061668,UNC.CUAD.904.1,UNR.CUAD.904.1,28061680,1,1,162.8,162.8,162.8,,
A01150097,ALQUILADORA DE VEHICULOS AUTOMOTORES LAP50,71441241,Facturado,gp@vsys.com,21/08/2015,27780825,UNC.CUAD.911.1,UNR.CUAD.911.1,27780826,1,1,12,12,12,,
A04150132,ALQUILADORA DE VEHICULOS AUTOMOTORES LAP50,71441241,Facturado,gp@vsys.com,21/08/2015,28061683,UNC.CUAD.904.1,UNR.CUAD.904.1,28061695,1,1,162.8,162.8,162.8,,
 A01150089 ,ALQUILADORA DE VEHICULOS AUTOMOTORES LAP60,71442890,Facturado,gp@vsys.com,22/08/2015,27779804,UNC.CUAD.911.1,UNR.CUAD.911.1,27779805,1,1,12,12,12,,
A04150160,ALQUILADORA DE VEHICULOS AUTOMOTORES LAP60,71442890,Facturado,gp@vsys.com,22/08/2015,28062513,UNC.CUAD.904.1,UNR.CUAD.904.1,28062525,1,1,162.8,162.8,162.8,,
A01150098,ALQUILADORA DE VEHICULOS AUTOMOTORES LAP68,71441244,Facturado,gp@vsys.com,22/08/2015,27780850,UNC.CUAD.911.1,UNR.CUAD.911.1,27780851,1,1,12,12,12,,
A04150136,ALQUILADORA DE VEHICULOS AUTOMOTORES LAP68,71441244,Facturado,gp@vsys.com,22/08/2015,28061698,UNC.CUAD.904.1,UNR.CUAD.904.1,28061710,1,1,162.8,162.8,162.8,,
 A01150099 ,ALQUILADORA DE VEHICULOS AUTOMOTORES LEO50,71441264,Facturado,gp@vsys.com,22/08/2015,27780877,UNC.CUAD.911.1,UNR.CUAD.911.1,27780878,1,1,12,12,12,,
A04150139,ALQUILADORA DE VEHICULOS AUTOMOTORES LEO50,71441264,Facturado,gp@vsys.com,22/08/2015,28061711,UNC.CUAD.904.1,UNR.CUAD.904.1,28061723,1,1,162.8,162.8,162.8,,
 A01150100,ALQUILADORA DE VEHICULOS AUTOMOTORES SAN50,71441265,Facturado,gp@vsys.com,22/08/2015,27780904,UNC.CUAD.911.1,UNR.CUAD.911.1,27780905,1,1,12,12,12,,
A04150137,ALQUILADORA DE VEHICULOS AUTOMOTORES SAN50,71441265,Facturado,gp@vsys.com,22/08/2015,28061726,UNC.CUAD.904.1,UNR.CUAD.904.1,28061738,1,1,162.8,162.8,162.8,,
A01150090,ALQUILADORA DE VEHICULOS AUTOMOTORES CSL60,71442896,Facturado,gp@vsys.com,22/08/2015,27779831,UNC.CUAD.911.1,UNR.CUAD.911.1,27779832,1,1,12,12,12,,
A04150162,ALQUILADORA DE VEHICULOS AUTOMOTORES CSL60,71442896,Facturado,gp@vsys.com,22/08/2015,28062526,UNC.CUAD.904.1,UNR.CUAD.904.1,28062538,1,1,162.8,162.8,162.8,,
A01150101,ALQUILADORA DE VEHICULOS AUTOMOTORES MZT50,71441268,Facturado,gp@vsys.com,22/08/2015,27780931,UNC.CUAD.911.1,UNR.CUAD.911.1,27780932,1,1,12,12,12,,
A04150138,ALQUILADORA DE VEHICULOS AUTOMOTORES MZT50,71441268,Facturado,gp@vsys.com,22/08/2015,28061741,UNC.CUAD.904.1,UNR.CUAD.904.1,28061753,1,1,162.8,162.8,162.8,,
A01150103,ALQUILADORA DE VEHICULOS AUTOMOTORES MXI50,71441277,Facturado,gp@vsys.com,22/08/2015,27781008,UNC.CUAD.911.1,UNR.CUAD.911.1,27781009,1,1,12,12,12,,
A04150149,ALQUILADORA DE VEHICULOS AUTOMOTORES MXI50,71441277,Facturado,gp@vsys.com,22/08/2015,28061784,UNC.CUAD.904.1,UNR.CUAD.904.1,28061796,1,1,162.8,162.8,162.8,,
 A01150104,ALQUILADORA DE VEHICULOS AUTOMOTORES MXI60,71441278,Facturado,gp@vsys.com,22/08/2015,27781033,UNC.CUAD.911.1,UNR.CUAD.911.1,27781034,1,1,12,12,12,,
A04150148,ALQUILADORA DE VEHICULOS AUTOMOTORES MXI60,71441278,Facturado,gp@vsys.com,22/08/2015,28061797,UNC.CUAD.904.1,UNR.CUAD.904.1,28061809,1,1,162.8,162.8,162.8,,
A01150069,ALQUILADORA DE VEHICULOS AUTOMOTORES PAZ50,71441320,Facturado,gp@vsys.com,22/08/2015,27779212,UNC.CUAD.911.1,UNR.CUAD.911.1,27779213,1,1,12,12,12,,
A04150166,ALQUILADORA DE VEHICULOS AUTOMOTORES PAZ50,71441320,Facturado,gp@vsys.com,22/08/2015,28062029,UNC.CUAD.904.1,UNR.CUAD.904.1,28062041,1,1,162.8,162.8,162.8,,
A01150070,ALQUILADORA DE VEHICULOS AUTOMOTORES PUE50,71441321,Facturado,gp@vsys.com,22/08/2015,27779237,UNC.CUAD.911.1,UNR.CUAD.911.1,27779238,1,1,12,12,12,,
A04150167,ALQUILADORA DE VEHICULOS AUTOMOTORES PUE50,71441321,Facturado,gp@vsys.com,22/08/2015,28062044,UNC.CUAD.904.1,UNR.CUAD.904.1,28062056,1,1,162.8,162.8,162.8,,
A01150071,ALQUILADORA DE VEHICULOS AUTOMOTORES PUE60,71441323,Facturado,gp@vsys.com,23/08/2015,27779260,UNC.CUAD.911.1,UNR.CUAD.911.1,27779261,1,1,12,12,12,,
A04150168,ALQUILADORA DE VEHICULOS AUTOMOTORES PUE60,71441323,Facturado,gp@vsys.com,23/08/2015,28062057,UNC.CUAD.904.1,UNR.CUAD.904.1,28062069,1,1,162.8,162.8,162.8,,
A01150072,ALQUILADORA DE VEHICULOS AUTOMOTORES PVR50,71441357,Facturado,gp@vsys.com,23/08/2015,27779285,UNC.CUAD.911.1,UNR.CUAD.911.1,27779286,1,1,12,12,12,,
A04150169,ALQUILADORA DE VEHICULOS AUTOMOTORES PVR50,71441357,Facturado,gp@vsys.com,23/08/2015,28062072,UNC.CUAD.904.1,UNR.CUAD.904.1,28062084,1,1,162.8,162.8,162.8,,
A01150073,ALQUILADORA DE VEHICULOS AUTOMOTORES QRO50,71441358,Facturado,gp@vsys.com,23/08/2015,27779312,UNC.CUAD.911.1,UNR.CUAD.911.1,27779313,1,1,12,12,12,,
A04150123,ALQUILADORA DE VEHICULOS AUTOMOTORES QRO50,71441358,Facturado,gp@vsys.com,23/08/2015,28062315,UNC.CUAD.904.1,UNR.CUAD.904.1,28062327,1,1,162.8,162.8,162.8,,
A01150074,ALQUILADORA DE VEHICULOS AUTOMOTORES QRO60,71441361,Facturado,gp@vsys.com,23/08/2015,27779337,UNC.CUAD.911.1,UNR.CUAD.911.1,27779338,1,1,12,12,12,,
A04150125,ALQUILADORA DE VEHICULOS AUTOMOTORES QRO60,71441361,Facturado,gp@vsys.com,23/08/2015,28062330,UNC.CUAD.904.1,UNR.CUAD.904.1,28062342,1,1,162.8,162.8,162.8,,
A01150075,ALQUILADORA DE VEHICULOS AUTOMOTORES SAL50,71441362,Facturado,gp@vsys.com,23/08/2015,27779362,UNC.CUAD.911.1,UNR.CUAD.911.1,27779363,1,1,12,12,12,,
A04150126,ALQUILADORA DE VEHICULOS AUTOMOTORES SAL50,71441362,Facturado,gp@vsys.com,23/08/2015,28062343,UNC.CUAD.904.1,UNR.CUAD.904.1,28062355,1,1,162.8,162.8,162.8,,
A01150076,ALQUILADORA DE VEHICULOS AUTOMOTORES SLP50,71441364,Facturado,gp@vsys.com,23/08/2015,27779387,UNC.CUAD.911.1,UNR.CUAD.911.1,27779388,1,1,12,12,12,,
A04150130,ALQUILADORA DE VEHICULOS AUTOMOTORES SLP50,71441364,Facturado,gp@vsys.com,23/08/2015,28062356,UNC.CUAD.904.1,UNR.CUAD.904.1,28062368,1,1,162.8,162.8,162.8,,
A01150077,ALQUILADORA DE VEHICULOS AUTOMOTORES SLP60,71441365,Facturado,gp@vsys.com,23/08/2015,27779414,UNC.CUAD.911.1,UNR.CUAD.911.1,27779415,1,1,12,12,12,,
A04150131,ALQUILADORA DE VEHICULOS AUTOMOTORES SLP60,71441365,Facturado,gp@vsys.com,23/08/2015,28062369,UNC.CUAD.904.1,UNR.CUAD.904.1,28062381,1,1,162.8,162.8,162.8,,
A01150080,ALQUILADORA DE VEHICULOS AUTOMOTORES TIJ50,71441366,Facturado,gp@vsys.com,23/08/2015,27779569,UNC.CUAD.911.1,UNR.CUAD.911.1,27779570,1,1,12,12,12,,
A04150135,ALQUILADORA DE VEHICULOS AUTOMOTORES TIJ50,71441366,Facturado,gp@vsys.com,23/08/2015,28062384,UNC.CUAD.904.1,UNR.CUAD.904.1,28062396,1,1,162.8,162.8,162.8,,
A01150081 ,ALQUILADORA DE VEHICULOS AUTOMOTORES TIJ60,71441367,Facturado,gp@vsys.com,23/08/2015,27779594,UNC.CUAD.911.1,UNR.CUAD.911.1,27779595,1,1,12,12,12,,
A04150140,ALQUILADORA DE VEHICULOS AUTOMOTORES TIJ60,71441367,Facturado,gp@vsys.com,23/08/2015,28062399,UNC.CUAD.904.1,UNR.CUAD.904.1,28062411,1,1,162.8,162.8,162.8,,
A01150082,ALQUILADORA DE VEHICULOS AUTOMOTORES TOL50,71441368,Facturado,gp@vsys.com,23/08/2015,27779621,UNC.CUAD.911.1,UNR.CUAD.911.1,27779622,1,1,12,12,12,,
A04150141,ALQUILADORA DE VEHICULOS AUTOMOTORES TOL50,71441368,Facturado,gp@vsys.com,23/08/2015,28062412,UNC.CUAD.904.1,UNR.CUAD.904.1,28062424,1,1,162.8,162.8,162.8,,
A01150084 ,ALQUILADORA DE VEHICULOS AUTOMOTORES TUX50,71441371,Facturado,gp@vsys.com,24/08/2015,27779675,UNC.CUAD.911.1,UNR.CUAD.911.1,27779676,1,1,12,12,12,,
A04150147,ALQUILADORA DE VEHICULOS AUTOMOTORES TUX50,71441371,Facturado,gp@vsys.com,24/08/2015,28062442,UNC.CUAD.904.1,UNR.CUAD.904.1,28062454,1,1,162.8,162.8,162.8,,
A01150085,ALQUILADORA DE VEHICULOS AUTOMOTORES TUX60,71441372,Facturado,gp@vsys.com,24/08/2015,27779700,UNC.CUAD.911.1,UNR.CUAD.911.1,27779701,1,1,12,12,12,,
A04150151,ALQUILADORA DE VEHICULOS AUTOMOTORES TUX60,71441372,Facturado,gp@vsys.com,24/08/2015,28062457,UNC.CUAD.904.1,UNR.CUAD.904.1,28062469,1,1,162.8,162.8,162.8,,
A01150086,ALQUILADORA DE VEHICULOS AUTOMOTORES VER50,71441373,Facturado,gp@vsys.com,24/08/2015,27779727,UNC.CUAD.911.1,UNR.CUAD.911.1,27779728,1,1,12,12,12,,
A04150156,ALQUILADORA DE VEHICULOS AUTOMOTORES VER50,71441373,Facturado,gp@vsys.com,24/08/2015,28062470,UNC.CUAD.904.1,UNR.CUAD.904.1,28062482,1,1,162.8,162.8,162.8,,
A01150087,ALQUILADORA DE VEHICULOS AUTOMOTORES VIL50,71441374,Facturado,gp@vsys.com,24/08/2015,27779754,UNC.CUAD.911.1,UNR.CUAD.911.1,27779755,1,1,12,12,12,,
A04150157,ALQUILADORA DE VEHICULOS AUTOMOTORES VIL50,71441374,Facturado,gp@vsys.com,24/08/2015,28062485,UNC.CUAD.904.1,UNR.CUAD.904.1,28062497,1,1,162.8,162.8,162.8,,
 A01150088,ALQUILADORA DE VEHICULOS AUTOMOTORES VIL60,71441375,Facturado,gp@vsys.com,24/08/2015,27779779,UNC.CUAD.911.1,UNR.CUAD.911.1,27779780,1,1,12,12,12,,
A04150159,ALQUILADORA DE VEHICULOS AUTOMOTORES VIL60,71441375,Facturado,gp@vsys.com,24/08/2015,28062500,UNC.CUAD.904.1,UNR.CUAD.904.1,28062512,1,1,162.8,162.8,162.8,,
