folio,clientName,siteNumber,phase,user,startDate,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice,Adjusted income (TOTAL),rent,,period
A02190396,DENTIX MEXICO HEATLH S.C. DENTIX GRAN SUR 2,71790191,Facturado,gp@vsys.com,2/20/2018,34163638,UNC.CUAD.BS.101,UNR.CUAD.BS.101,34163639,5,5,121.46,607.3,607.3,,
A02190396,DENTIX MEXICO HEATLH S.C. DENTIX GRAN SUR 2,71790191,Facturado,gp@vsys.com,2/20/2018,34163640,UNC.CUAD.BS.901,UNR.CUAD.BS.901,34163641,5,5,17.1,85.5,85.5,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,6/24/2016,29298730,UNC.CUAD.BS.101,UNR.CUAD.BS.101,29298731,40,25,121.13,4845.2,3028.25,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,6/24/2016,29298748,UNC.CUAD.BS.203,UNR.CUAD.BS.203,29298750,40,25,7.2,288,180,,
A12150213,"DIAGEO MEXICO, S.A. DE C.V. PLANTA PRIMAVERA",71452062,Facturado,gp@vsys.com,6/24/2016,29298565,UNC.CUAD.BS.101,UNR.CUAD.BS.101,29298566,80,57,121.13,9690.4,6904.41,,
A12150213,"DIAGEO MEXICO, S.A. DE C.V. PLANTA PRIMAVERA",71452062,Facturado,gp@vsys.com,6/24/2016,29298571,UNC.CUAD.BS.203,UNR.CUAD.BS.203,29298572,80,57,7.2,576,410.4,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,3/1/2017,29298730,UNC.CUAD.BS.101,UNR.CUAD.BS.101,29298731,40,7,121.13,4845.2,847.91,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,3/1/2017,29298748,UNC.CUAD.BS.203,UNR.CUAD.BS.203,29298750,40,7,7.2,288,50.4,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,3/1/2017,29298752,UNC.CUAD.BS.901,UNR.CUAD.BS.901,29298753,40,7,17.1,684,119.7,,
A12150213,"DIAGEO MEXICO, S.A. DE C.V. PLANTA PRIMAVERA",71452062,Facturado,gp@vsys.com,4/25/2017,29298565,UNC.CUAD.BS.101,UNR.CUAD.BS.101,29298566,80,1,121.13,9690.4,121.13,,
A12150213,"DIAGEO MEXICO, S.A. DE C.V. PLANTA PRIMAVERA",71452062,Facturado,gp@vsys.com,4/25/2017,29298573,UNC.CUAD.BS.901,UNR.CUAD.BS.901,29298574,81,1,17.1,1385.1,17.1,,
A05171431,"DIAGEO MEXICO, S.A. DE C.V. GUADALAJARA LAS AMERICAS",71461182,Facturado,gp@vsys.com,6/1/2017,31390003,UNC.CUAD.BS.103,UNR.CUAD.BS.103,31390004,15,15,165.73,2485.95,2485.95,,
A05171431,"DIAGEO MEXICO, S.A. DE C.V. GUADALAJARA LAS AMERICAS",71461182,Facturado,gp@vsys.com,6/1/2017,31390009,UNC.CUAD.BS.203,UNR.CUAD.BS.203,31390010,15,15,7.2,108,108,,
A05171431,"DIAGEO MEXICO, S.A. DE C.V. GUADALAJARA LAS AMERICAS",71461182,Facturado,gp@vsys.com,6/1/2017,31390011,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31390012,15,15,17.1,256.5,256.5,,
A05171431,"DIAGEO MEXICO, S.A. DE C.V. GUADALAJARA LAS AMERICAS",71461182,Facturado,gp@vsys.com,6/1/2017,31390021,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31390022,1,1,647.1,647.1,647.1,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,7/11/2017,29298730,UNC.CUAD.BS.101,UNR.CUAD.BS.101,29298731,4,4,121.13,484.52,484.52,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,7/11/2017,29298752,UNC.CUAD.BS.901,UNR.CUAD.BS.901,29298753,4,4,17.1,68.4,68.4,,
A12150212,"DIAGEO MEXICO, S.A. DE C.V. COMPLEJO CHARCON",71452106,Facturado,gp@vsys.com,7/11/2017,29298748,UNC.CUAD.BS.203,UNR.CUAD.BS.203,29298750,4,4,7.2,28.8,28.8,,
A07170375,"DIAGEO MEXICO, S.A. DE C.V. TEPOZOTLAN PARK GRANDE",71596489,Facturado,gp@vsys.com,11/8/2017,31785834,UNC.CUAD.BS.102,UNR.CUAD.BS.102,31785835,20,20,137.1,2742,2742,,
A07170375,"DIAGEO MEXICO, S.A. DE C.V. TEPOZOTLAN PARK GRANDE",71596489,Facturado,gp@vsys.com,11/8/2017,31785836,UNC.CUAD.BS.202,UNR.CUAD.BS.202,31785837,1,1,522,522,522,,
A07170375,"DIAGEO MEXICO, S.A. DE C.V. TEPOZOTLAN PARK GRANDE",71596489,Facturado,gp@vsys.com,11/8/2017,31785838,UNC.CUAD.BS.201,UNR.CUAD.BS.201,31785839,1,1,51.3,51.3,51.3,,
A07170375,"DIAGEO MEXICO, S.A. DE C.V. TEPOZOTLAN PARK GRANDE",71596489,Facturado,gp@vsys.com,11/8/2017,31785840,UNC.CUAD.BS.203,UNR.CUAD.BS.203,31785841,18,18,7.2,129.6,129.6,,
A07170375,"DIAGEO MEXICO, S.A. DE C.V. TEPOZOTLAN PARK GRANDE",71596489,Facturado,gp@vsys.com,11/8/2017,31785842,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31785843,20,20,17.1,342,342,,
A07170375,"DIAGEO MEXICO, S.A. DE C.V. TEPOZOTLAN PARK GRANDE",71596489,Facturado,gp@vsys.com,11/8/2017,31785852,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31785853,1,1,647.1,647.1,647.1,,
A05171882,DURAPLAY DE PARRAL S.A.P.I DE C.V. DURAPLAY DE PARRAL SANTA BARBARA,71378956,Facturado,gp@vsys.com,7/31/2017,31444796,UNC.CUAD.BS.104,UNR.CUAD.BS.104,31444797,2,2,199.85,399.7,399.7,,
A05171882,DURAPLAY DE PARRAL S.A.P.I DE C.V. DURAPLAY DE PARRAL SANTA BARBARA,71378956,Facturado,gp@vsys.com,7/31/2017,31444794,UNC.CUAD.BS.103,UNR.CUAD.BS.103,31444795,4,4,165.73,662.92,662.92,,
A05171882,DURAPLAY DE PARRAL S.A.P.I DE C.V. DURAPLAY DE PARRAL SANTA BARBARA,71378956,Facturado,gp@vsys.com,7/31/2017,31444798,UNC.CUAD.BS.101,UNR.CUAD.BS.101,31444799,18,18,121.13,2180.34,2180.34,,
A05171882,DURAPLAY DE PARRAL S.A.P.I DE C.V. DURAPLAY DE PARRAL SANTA BARBARA,71378956,Facturado,gp@vsys.com,7/31/2017,31444800,UNC.CUAD.BS.201,UNR.CUAD.BS.201,31444801,1,1,51.3,51.3,51.3,,
A05171882,DURAPLAY DE PARRAL S.A.P.I DE C.V. DURAPLAY DE PARRAL SANTA BARBARA,71378956,Facturado,gp@vsys.com,7/31/2017,31444802,UNC.CUAD.BS.901,UNR.CUAD.BS.901,31444803,24,24,17.1,410.4,410.4,,
A05171882,DURAPLAY DE PARRAL S.A.P.I DE C.V. DURAPLAY DE PARRAL SANTA BARBARA,71378956,Facturado,gp@vsys.com,7/31/2017,31444792,UNC.CUAD.BS.902,UNR.CUAD.BS.902,31444793,1,1,647.1,647.1,647.1,,
A07193139,"DEXTRA TECHNOLOGIES, S.A. DE C.V. DEXTRA NUEVO EDIFICIO",71641046,Facturado,gp@vsys.com,11/22/2019,35981860,UNC.CUAD.BS.901,UNR.CUAD.BS.901,35981863,4,4,17.1,68.4,68.4,,
A07193139,"DEXTRA TECHNOLOGIES, S.A. DE C.V. DEXTRA NUEVO EDIFICIO",71641046,Facturado,gp@vsys.com,11/22/2019,35981865,UNC.CUAD.BS.101,UNR.CUAD.BS.101,35981867,4,4,121.46,485.84,485.84,,
A04197943,"ESCUELA DE ADMINISTRACION PUBLICA DEL
DISTRITO FEDERAL CAMPUS TACUBA",71794339,Facturado,gp@vsys.com,11/04/2019 ,34479495,UNC.CUAD.BS.204,UNR.CUAD.BS.204,34479496,13,9,10.8,140.4,97.2,,
A04197943,"ESCUELA DE ADMINISTRACION PUBLICA DEL
DISTRITO FEDERAL CAMPUS TACUBA",71794339,Facturado,gp@vsys.com,11/04/2019 ,34479497,UNC.CUAD.BS.205.1,UNR.CUAD.BS.205.1,34479498,13,13,16.2,210.6,210.6,,
A04197943,"ESCUELA DE ADMINISTRACION PUBLICA DEL
DISTRITO FEDERAL CAMPUS TACUBA",71794339,Facturado,gp@vsys.com,11/04/2019 ,34479499,UNC.CUAD.BS.901,UNR.CUAD.BS.901,34479500,70,70,17.1,1197,1197,,
A04197943,"ESCUELA DE ADMINISTRACION PUBLICA DEL
DISTRITO FEDERAL CAMPUS TACUBA",71794339,Facturado,gp@vsys.com,11/04/2019 ,34479509,UNC.CUAD.BS.902,UNR.CUAD.BS.902,34479510,1,1,647.1,647.1,647.1,,
A06171422,"EQUIPOS PARA MERCADOS, S.A. DE C.V. EMSA",71635755,Facturado,gp@vsys.com,10/24/2017,31652821,UNC.CUAD60.BS.101,UNR.CUAD60.BS.101,31652822,46,46,174.43,8023.78,8023.78,,
A06171422,"EQUIPOS PARA MERCADOS, S.A. DE C.V. EMSA",71635755,Facturado,gp@vsys.com,10/24/2017,31652823,UNC.CUAD60.BS.102,UNR.CUAD60.BS.102,31652824,1,1,179.32,179.32,179.32,,
