folio,clientName,siteNumber,phase,user,startDate ,partId,sku,unr,unrId,qty,fac_qty,unitaryPrice,Adjusted income (TOTAL),rent,,period
A01200462,"EMBOTELLADORA LAS MARGARITAS S A P I DE
CV EMB LAS MARGARITAS TULANCINGO",70143299,Facturado,gp@vsys.com,26/02/2020,36911065,UNC.CUAD.AV.903,UNR.CUAD.AV.903,36911066,1,1,455,455,455,,
A01200464,"EMBOTELLADORA LAS MARGARITAS S A P I DE
CV ZACATLAN",71430006,Facturado,gp@vsys.com,04/03/2020,36911217,UNC.CUAD.AV.902B,UNR.CUAD.AV.902B,36911224,6,6,159.77,958.62,958.62,,
A01200464,"EMBOTELLADORA LAS MARGARITAS S A P I DE
CV ZACATLAN",71430006,Facturado,gp@vsys.com,04/03/2020,36911231,UNC.CUAD.AV.903,UNR.CUAD.AV.903,36911232,1,1,455,455,455,,
A01200465,"EMBOTELLADORA LAS MARGARITAS S A P I DE
CV HUAUCHINANGO II",71433858,Facturado,gp@vsys.com,28/02/2020,36911182,UNC.CUAD.AV.902B,UNR.CUAD.AV.902B,36911192,9,9,159.77,1437.93,1437.93,,
A01200465,"EMBOTELLADORA LAS MARGARITAS S A P I DE
CV HUAUCHINANGO II",71433858,Facturado,gp@vsys.com,28/02/2020,36911199,UNC.CUAD.AV.903,UNR.CUAD.AV.903,36911200,1,1,455,455,455,,
A11191371,"METSO MEXICO, S.A. DE C.V. VILLAS DE IRAPUATO",71834095,Facturado,gp@vsys.com,26/02/2020,36744139,UNC.CUAD.AV60.901B,UNR.CUAD.AV60.901B,36744220,80,80,125.88,10070.4,10070.4,,
A11191371,"METSO MEXICO, S.A. DE C.V. VILLAS DE IRAPUATO",71834095,Facturado,gp@vsys.com,26/02/2020,36744243,UNC.CUAD.AV60.902B,UNR.CUAD.AV60.902B,36744252,8,8,159.77,1278.16,1278.16,,
A11191371,"METSO MEXICO, S.A. DE C.V. VILLAS DE IRAPUATO",71834095,Facturado,gp@vsys.com,26/02/2020,36744259,UNC.CUAD.AV60.903,UNR.CUAD.AV60.903,36744260,1,1,455,455,455,,
A11190422,LEVIC S.A. DE C.V. VALLEJO-FORTINET,71828622,Facturado,gp@vsys.com,04/02/2020,36696009,UNC.CUAD.AV.901A,UNR.CUAD.AV.901A,36696090,80,80,125.88,10070.4,10070.4,,
A11190422,LEVIC S.A. DE C.V. VALLEJO-FORTINET,71828622,Facturado,gp@vsys.com,04/02/2020,36696091,UNC.CUAD.AV.902A,UNR.CUAD.AV.902A,36696102,10,10,159.77,1597.7,1597.7,,
A11190422,LEVIC S.A. DE C.V. VALLEJO-FORTINET,71828622,Facturado,gp@vsys.com,04/02/2020,36696109,UNC.CUAD.AV.903,UNR.CUAD.AV.903,36696110,1,1,455,455,455,,
A01200962,"FLETES Y TRANSPORTES RUIZ, S.A. DE C.V. FLETES TRANSPORTES RUIZ MEX TRASIMENO",71248075,Facturado,gp@vsys.com,03/03/2020,36945746,UNC.CUAD.AV.901A,UNR.CUAD.AV.901A,36945792,45,45,125.88,5664.6,5664.6,,
A01200962,"FLETES Y TRANSPORTES RUIZ, S.A. DE C.V. FLETES TRANSPORTES RUIZ MEX TRASIMENO",71248075,Facturado,gp@vsys.com,03/03/2020,36945793,UNC.CUAD.AV.902A,UNR.CUAD.AV.902A,36945805,11,11,159.77,1757.47,1757.47,,
A02200075,"FLETES Y TRANSPORTES RUIZ, S.A. DE C.V. FLETES TRANSPORTES RUIZ MEX TRASIMENO",71248075,Facturado,gp@vsys.com,03/03/2020,36963976,UNC.CUAD.AV.903,UNR.CUAD.AV.903,36963977,1,1,455,455,455,,
A01200964,"FLETES Y TRANSPORTES RUIZ, S.A. DE C.V. FLETES TRANSPORTES RUIZ PATIO TOLUCA",71248081,Facturado,gp@vsys.com,04/03/2020,36945867,UNC.CUAD.AV.901A,UNR.CUAD.AV.901A,36945875,7,7,125.88,881.16,881.16,,
A01200964,"FLETES Y TRANSPORTES RUIZ, S.A. DE C.V. FLETES TRANSPORTES RUIZ PATIO TOLUCA",71248081,Facturado,gp@vsys.com,04/03/2020,36945876,UNC.CUAD.AV.902A,UNR.CUAD.AV.902A,36945884,7,6,159.77,1118.39,958.62,,
A02200077,"FLETES Y TRANSPORTES RUIZ, S.A. DE C.V. FLETES TRANSPORTES RUIZ PATIO TOLUCA",71248081,Facturado,gp@vsys.com,04/03/2020,36964047,UNC.CUAD.AV.903,UNR.CUAD.AV.903,36964048,1,1,455,455,455,,
